"","price","bedrooms","bathrooms","sqft_living","sqft_lot","floors","waterfront","view","condition","grade","sqft_basement","yr_built","sqft_living15","sqft_lot15","seattle","renovated"
"4799",465000,4,2.5,3050,32450,1,"0",0,4,8,1500,1983,2350,15390,FALSE,"0"
"4800",239900,3,2,1410,7566,1,"0",0,3,7,0,1985,1570,7210,FALSE,"0"
"4801",435000,3,2.75,2692,6197,2,"0",0,3,9,0,2007,2336,5700,FALSE,"0"
"4802",3e+05,4,2.5,2700,10814,1,"0",0,4,8,1140,1966,2460,6310,FALSE,"0"
"4803",139000,4,1.5,1410,10648,1,"0",0,4,7,0,1966,1410,10522,FALSE,"0"
"4804",175000,3,1,1150,8924,1,"0",0,3,6,0,1943,1492,8924,FALSE,"0"
"4805",339950,4,2.5,2260,6086,2,"0",0,3,8,0,1999,2260,6218,FALSE,"0"
"4806",350000,4,1.75,2250,13515,1,"0",0,4,8,100,1940,2150,12508,FALSE,"0"
"4807",270000,3,2.5,1540,7739,2,"0",0,4,7,0,1986,1720,7200,FALSE,"0"
"4808",486940,4,2.5,3250,13360,2,"0",0,3,9,0,2014,2612,14448,FALSE,"0"
"4809",213500,2,1.5,2060,7713,1.5,"0",0,4,7,0,1930,1780,7713,FALSE,"0"
"4810",360000,4,2.5,2210,17715,2,"0",0,3,8,0,1997,2210,16907,FALSE,"0"
"4811",275000,4,2.5,2120,6754,2,"0",0,3,7,0,1998,2120,6937,FALSE,"0"
"4812",295000,3,2,1760,6092,1,"0",0,3,7,0,1998,2590,6255,FALSE,"0"
"4813",275000,3,2,1910,8050,1,"0",0,4,7,910,1980,1780,7344,FALSE,"0"
"4814",353000,3,2.5,2550,6021,2,"0",0,3,7,0,2002,2080,6021,FALSE,"0"
"4815",289000,3,2.5,2110,8304,1,"0",0,4,7,0,1985,1680,7508,FALSE,"0"
"4816",245000,3,2.5,1610,7223,2,"0",0,3,7,0,1994,1610,7162,FALSE,"0"
"4817",380000,4,3.25,2864,8035,3,"0",0,3,8,0,2014,2419,8984,FALSE,"0"
"4818",333500,3,2.5,2196,7475,2,"0",0,3,8,0,2006,1860,6755,FALSE,"0"
"4819",282000,4,2.5,1785,2552,2,"0",0,3,8,0,2009,1691,2700,FALSE,"0"
"4820",340000,5,2.75,2440,6858,2,"0",0,3,8,0,2003,2300,6858,FALSE,"0"
"4821",325000,4,2.5,2200,7719,2,"0",0,3,8,0,2000,2460,7348,FALSE,"0"
"4822",320000,4,2.5,2110,6295,2,"0",0,3,8,0,2000,2720,6311,FALSE,"0"
"4823",200500,3,1.75,1260,9346,1,"0",0,4,7,0,1963,1800,9705,FALSE,"0"
"4824",285000,4,2.25,1830,8734,2,"0",0,4,7,0,1991,1870,7212,FALSE,"0"
"4825",210000,3,2.5,1610,6732,2,"0",0,3,7,0,1994,1680,7414,FALSE,"0"
"4826",258000,4,3,2710,7199,1,"0",0,4,7,1000,1967,2070,9271,FALSE,"0"
"4827",259000,3,2,1870,5909,1,"0",0,3,7,600,1986,1870,7887,FALSE,"0"
"4828",241000,3,1.5,1660,8000,1,"0",0,4,7,540,1976,1900,7500,FALSE,"0"
"4829",282510,4,1,1450,32234,1.5,"0",0,4,6,0,1932,1530,10125,FALSE,"0"
"4830",391500,3,2.5,2424,6143,2,"0",0,3,9,0,2014,2381,6036,FALSE,"0"
"4831",310000,4,2.25,2192,12128,2,"0",0,3,8,0,2006,1914,4649,FALSE,"0"
"4832",290000,3,1.75,2060,7251,1,"0",0,3,7,710,1987,1520,7582,FALSE,"0"
"4833",365070,4,2.5,2506,6232,2,"0",0,3,7,0,2006,2070,8260,FALSE,"0"
"4834",3e+05,4,2.5,1960,9898,2,"0",0,3,8,0,2001,2130,7662,FALSE,"0"
"4835",303700,3,2.5,1981,5700,2,"0",0,3,8,0,2010,1981,5894,FALSE,"0"
"4836",355000,5,2.75,2530,9375,1,"0",0,5,7,1000,1966,2250,8200,FALSE,"0"
"4837",565000,4,2.75,3130,139392,2,"0",0,4,9,0,1981,2720,104544,FALSE,"0"
"4838",306000,5,2,1460,169448,1.5,"0",0,3,6,0,1910,2250,6059,FALSE,"0"
"4839",245000,3,1.75,2350,12720,1,"0",0,4,7,1170,1964,1680,10400,FALSE,"0"
"4840",260000,3,2.5,1520,6298,2,"0",0,3,7,0,1986,1670,7207,FALSE,"0"
"4841",385000,3,1.75,2310,11200,1,"0",0,4,8,680,1978,2350,13300,FALSE,"0"
"4842",253000,3,1,1580,8240,1,"0",0,4,7,540,1978,1480,9200,FALSE,"0"
"4843",321500,4,2.5,1930,6228,2,"0",0,3,8,0,2000,1930,6168,FALSE,"0"
"4844",245000,3,2,1410,5760,1,"0",0,3,7,0,1985,1670,6222,FALSE,"0"
"4845",350000,4,2.5,2380,6124,2,"0",0,3,8,0,1997,2170,6097,FALSE,"0"
"4846",350900,4,2.5,2540,12843,2,"0",0,3,9,0,1992,2410,9383,FALSE,"0"
"4847",325000,3,2.5,1800,8518,2,"0",0,3,7,0,1996,1770,7570,FALSE,"0"
"4848",274000,4,1.75,1940,7500,1,"0",0,4,7,220,1966,2000,9000,FALSE,"0"
"4849",250000,3,1,1060,52272,1,"0",0,3,7,0,1960,1900,5971,FALSE,"0"
"4850",480000,6,5,3028,18055,2,"0",0,3,7,0,2005,1400,34575,FALSE,"0"
"4851",260000,3,2.5,1670,5797,2,"0",0,3,7,0,1988,1670,6183,FALSE,"0"
"4852",287000,3,2.5,1710,10341,2,"0",2,3,7,0,1986,1830,9358,FALSE,"0"
"4853",280000,3,2.5,1580,7000,2,"0",0,3,8,0,1992,2110,7062,FALSE,"0"
"4854",220000,4,1.75,1910,8171,1,"0",0,3,7,0,1986,1910,7542,FALSE,"0"
"4855",160000,3,1,860,11900,1,"0",0,4,6,0,1963,1660,10248,FALSE,"0"
"4856",275000,3,2.5,1730,5799,2,"0",0,4,7,0,1987,1710,6490,FALSE,"0"
"4857",269000,3,2,1410,10577,1,"0",0,3,7,0,1994,1660,6757,FALSE,"0"
"4858",248000,5,1.75,2190,16788,1,"0",2,3,8,810,1978,1920,8366,FALSE,"0"
"4859",265000,3,2,1340,6783,1,"0",0,4,7,0,1987,1630,6458,FALSE,"0"
"4860",259900,3,1.75,1690,7953,1,"0",0,3,7,0,1986,1680,7425,FALSE,"0"
"4861",250000,3,2,1430,7280,1,"0",0,3,7,440,1980,1430,7280,FALSE,"0"
"4862",460940,4,2.5,3202,4964,2,"0",0,3,9,0,2014,2425,4886,FALSE,"0"
"4863",270000,3,1.5,1300,7907,1,"0",0,3,7,400,1970,1630,7600,FALSE,"0"
"4864",226800,2,1,1240,11393,1,"0",0,4,7,0,1960,1660,11393,FALSE,"0"
"4865",253750,4,1,1380,7110,1.5,"0",0,3,6,0,1939,1430,7110,FALSE,"0"
"4866",346000,5,1,1790,30456,1,"0",0,4,7,440,1964,2420,35647,FALSE,"0"
"4867",347500,4,2.5,2156,3562,2,"0",0,3,9,0,2012,1708,3539,FALSE,"0"
"4868",415000,4,2.5,2544,4071,2,"0",0,3,9,0,2013,2358,4179,FALSE,"0"
"4869",259950,3,2.5,1578,7340,2,"0",0,3,7,0,2010,1850,7200,FALSE,"0"
"4870",325000,3,2.5,2070,8337,2,"0",0,3,8,0,1997,2030,7248,FALSE,"0"
"4871",362300,3,2.5,2430,15264,2,"0",0,3,8,0,1997,2260,10416,FALSE,"0"
"4872",244950,4,2.5,1790,19177,1,"0",0,4,7,0,1966,1760,11726,FALSE,"0"
"4873",250000,2,2,1130,5500,1,"0",0,4,6,0,1941,1320,6600,FALSE,"0"
"4874",299000,3,2.5,2210,10119,1,"0",0,4,7,760,1966,2110,10119,FALSE,"0"
"4875",342000,4,2.5,2300,6448,2,"0",0,3,8,0,2001,1860,5872,FALSE,"0"
"4876",255000,3,1,1010,11880,1,"0",0,3,7,0,1960,1150,9435,FALSE,"0"
"4877",245000,3,2.5,1730,7442,2,"0",0,3,7,0,1987,1630,6458,FALSE,"0"
"4878",376950,4,2.5,2643,5750,2,"0",0,3,8,0,2012,2406,5772,FALSE,"0"
"4879",272000,3,2.5,1528,7616,2,"0",0,3,7,0,2011,1850,7340,FALSE,"0"
"4880",331000,4,3,2483,5701,2,"0",0,3,8,0,2005,2075,5720,FALSE,"0"
"4881",275000,3,1.5,1400,9750,1,"0",0,4,6,0,1964,1160,9750,FALSE,"0"
"4882",329000,3,2.25,2450,6500,2,"0",0,4,8,0,1985,2200,6865,FALSE,"0"
"4883",491000,5,3.5,2815,4900,2,"0",0,3,9,0,2011,2798,4900,FALSE,"0"
"4884",249950,4,1.75,1620,10530,1,"0",0,3,7,0,1968,1890,9975,FALSE,"0"
"4885",220000,4,2,2340,10507,1.5,"0",0,4,6,0,1959,990,10507,FALSE,"0"
"4886",290000,2,1.75,1560,7575,1,"0",0,3,8,0,2002,2050,9000,FALSE,"0"
"4887",249000,4,2.25,1830,6136,2,"0",0,3,7,0,1990,1830,7664,FALSE,"0"
"4888",229900,4,1.75,1550,9899,1,"0",0,4,7,0,1967,1500,11272,FALSE,"0"
"4889",450000,4,2.5,3236,9608,2,"0",0,3,10,0,2005,3236,9660,FALSE,"0"
"4890",338500,4,2.5,2390,6111,2,"0",0,3,8,0,1997,2520,6500,FALSE,"0"
"4891",241500,3,2,1310,7349,1,"0",0,3,7,440,1995,1690,6580,FALSE,"0"
"4892",239000,3,2.5,1360,5754,2,"0",0,3,7,0,1994,1360,7050,FALSE,"0"
"4893",145000,3,1,1010,11880,1,"0",0,3,7,0,1960,1150,9435,FALSE,"0"
"4894",294999,4,2.5,1660,9760,2,"0",0,3,7,0,1994,1580,9614,FALSE,"0"
"4895",252700,2,1.5,1070,9643,1,"0",0,3,7,0,1985,1220,8386,FALSE,"0"
"4896",278000,4,2.5,1850,6037,2,"0",0,3,7,0,1991,1860,6037,FALSE,"0"
"4897",3e+05,3,2.5,1741,5701,2,"0",0,3,8,0,2012,2002,5700,FALSE,"0"
"4898",237000,3,2,1290,7952,1,"0",0,3,7,0,1998,1670,7280,FALSE,"0"
"4899",265000,4,2.5,1820,16103,2,"0",0,3,7,0,2004,2120,21277,FALSE,"0"
"4900",329500,5,1.75,3290,8000,1,"0",0,3,7,1500,1968,2380,7000,FALSE,"0"
"4901",283200,4,2.5,1982,6406,2,"0",0,3,8,0,2004,2340,6501,FALSE,"0"
"4902",282000,4,2,1890,6302,2,"0",0,3,7,0,1997,1690,5369,FALSE,"0"
"4903",340000,4,2.5,2665,5868,2,"0",0,3,9,0,2006,2665,6092,FALSE,"0"
"4904",275436,4,2.75,2170,9658,1.5,"0",0,3,7,0,1966,1490,9731,FALSE,"0"
"4905",175000,2,1,800,7150,1,"0",0,3,5,0,1933,1220,8019,FALSE,"0"
"4906",292000,4,2.5,2060,5950,2,"0",0,3,8,0,2000,2242,6406,FALSE,"0"
"4907",245000,3,2.25,1780,9598,2,"0",0,4,7,0,1985,1820,7533,FALSE,"0"
"4908",250000,3,2,1470,12096,1,"0",0,4,6,0,1942,1470,10966,FALSE,"0"
"4909",362000,5,2.5,2880,8216,2,"0",0,3,8,0,2001,1960,7200,FALSE,"0"
"4910",220000,4,2.5,2130,9100,1,"0",0,3,8,840,1978,1770,7700,FALSE,"0"
"4911",275000,4,2.5,2060,5742,2,"0",0,3,7,0,1999,1610,7298,FALSE,"0"
"4912",255000,3,1.75,1700,7532,1,"0",0,3,7,0,1987,1690,7405,FALSE,"0"
"4913",338900,3,2.25,1936,9495,1,"0",0,3,8,0,2013,1410,12770,FALSE,"0"
"4914",190000,3,1.75,1270,7875,1,"0",0,4,7,0,1980,1830,7210,FALSE,"0"
"4915",206600,3,2,1390,13464,1,"0",0,4,7,0,1987,1720,12080,FALSE,"0"
"4916",295000,4,2.25,1830,5720,2,"0",0,3,7,0,2003,1960,5754,FALSE,"0"
"4917",259000,3,2,1390,7120,1,"0",0,3,7,0,1988,1530,7688,FALSE,"0"
"4918",158000,3,2.5,1520,7200,2,"0",0,4,7,0,1985,1780,7210,FALSE,"0"
"4919",272000,4,2.75,1810,7350,1,"0",0,4,7,610,1980,1750,7350,FALSE,"0"
"4920",330000,3,2.5,2410,17424,1,"0",0,3,7,780,1978,1530,11761,FALSE,"0"
"4921",312000,3,2,2440,13250,1,"0",0,4,8,1000,1977,2400,10650,FALSE,"0"
"4922",425000,4,2.5,2689,6688,2,"0",0,3,9,0,2006,2665,5700,FALSE,"0"
"4923",280000,3,1,1200,9322,1.5,"0",0,4,7,0,1954,1540,9677,FALSE,"0"
"4924",231500,4,2.25,2080,7526,1,"0",0,4,7,800,1985,1200,7500,FALSE,"0"
"4925",175000,3,1,1460,11880,1,"0",0,2,7,0,1961,1310,9315,FALSE,"0"
"4926",283000,3,2.25,2130,8800,1,"0",0,3,8,860,1978,1960,8075,FALSE,"0"
"4927",339000,3,2.25,1970,7210,1,"0",0,4,8,590,1978,1970,7350,FALSE,"0"
"4928",472500,4,2.5,2960,223462,2,"0",0,3,10,0,2001,2770,16482,FALSE,"0"
"4929",140000,2,1,1080,6052,1,"0",0,5,6,0,1908,1810,7830,FALSE,"0"
"4930",274900,4,2.5,1970,6600,2,"0",0,3,7,0,1987,1970,7682,FALSE,"0"
"4931",264950,3,1.5,1470,11599,1,"0",0,3,7,400,1967,1580,9760,FALSE,"0"
"4932",299000,3,2,1730,6007,1,"0",0,3,8,0,2004,2000,6245,FALSE,"0"
"4933",225000,3,2.5,1590,8449,2,"0",0,3,7,0,1989,1750,7172,FALSE,"0"
"4934",245000,3,2.75,1300,14197,1,"0",0,3,7,440,1996,1550,7596,FALSE,"0"
"4935",389950,3,2.5,2170,8140,2,"0",0,3,9,0,1994,2390,8100,FALSE,"0"
"4936",498445,4,2.5,3216,5902,2,"0",0,3,9,0,2014,2815,4916,FALSE,"0"
"4937",310000,4,2.5,2440,7093,2,"0",0,3,7,0,1999,1860,6072,FALSE,"0"
"4938",177000,3,1.75,1150,8079,1,"0",0,4,7,0,1983,1540,7399,FALSE,"0"
"4939",436472,4,2.5,2692,8392,2,"0",0,3,9,0,2014,2574,14446,FALSE,"0"
"4940",312500,4,2.5,2160,8755,2,"0",0,3,7,0,1993,1990,7971,FALSE,"0"
"4941",348000,3,2,2360,6145,1,"0",0,3,8,0,2011,2304,5880,FALSE,"0"
"4942",3e+05,6,2.5,3080,8163,1,"0",0,3,7,1500,1985,1850,8658,FALSE,"0"
"4943",253101,3,2,1239,6036,1,"0",0,3,7,0,2009,2060,5746,FALSE,"0"
"4944",315000,4,2.5,1930,9643,2,"0",0,4,7,0,1992,1930,7525,FALSE,"0"
"4945",244000,3,1.75,1540,8885,1,"0",0,4,7,100,1980,1540,12734,FALSE,"0"
"4946",275000,5,2.25,1820,10500,1,"0",0,4,7,740,1979,1820,7500,FALSE,"0"
"4947",386000,5,2.5,2740,12413,2,"0",0,3,7,0,1990,1900,7416,FALSE,"0"
"4948",227950,3,1.5,1120,11430,1,"0",0,4,7,0,1963,1790,8760,FALSE,"0"
"4949",280000,3,2.25,2140,7200,2,"0",0,4,7,0,1979,1890,7455,FALSE,"0"
"4950",473000,5,3.5,3430,6872,2,"0",0,3,10,600,2002,3650,6600,FALSE,"0"
"4951",230000,3,2,1510,3413,2,"0",0,3,7,0,1985,1570,3777,FALSE,"0"
"4952",365000,4,2.5,2905,4874,2,"0",0,3,9,0,2003,2900,5271,FALSE,"0"
"4953",250000,3,1.75,1200,24805,1,"0",0,3,6,0,1984,2150,4339,FALSE,"0"
"4954",265000,4,1,1940,9533,1,"0",0,3,7,860,1962,1940,8839,FALSE,"0"
"4955",365000,3,2,2140,26600,1,"0",0,4,7,0,1983,2310,8783,FALSE,"0"
"4956",299950,2,1.75,1460,10506,1,"0",0,3,7,0,1983,1460,8153,FALSE,"0"
"4957",249000,3,1.5,1700,8247,1,"0",0,3,7,690,1970,1440,8400,FALSE,"0"
"4958",389950,3,2.5,2283,3996,2,"0",0,3,8,0,2008,1760,3992,FALSE,"0"
"4959",315000,3,2.5,1950,9618,2,"0",0,3,7,0,1992,1890,7133,FALSE,"0"
"4960",255000,3,2.25,1890,7314,1,"0",0,3,7,790,1981,1520,7676,FALSE,"0"
"4961",250000,4,2,2130,8400,1,"0",0,3,7,780,1962,1550,8596,FALSE,"0"
"4962",269900,5,1.75,1750,8325,1,"0",0,5,7,0,1966,1430,8325,FALSE,"0"
"4963",257000,3,1.75,1430,7210,1,"0",0,3,7,0,1975,1220,7777,FALSE,"0"
"4964",215000,3,1.5,1500,15000,1,"0",0,3,7,0,1952,1790,13905,FALSE,"0"
"4965",264900,4,2.5,2040,7000,1,"0",0,3,7,790,1979,1900,7378,FALSE,"0"
"4966",255000,3,1.75,1410,9315,1,"0",0,5,7,0,1960,1630,8250,FALSE,"0"
"4967",242150,4,1.75,1490,8544,1,"0",0,4,7,0,1970,1180,8372,FALSE,"0"
"4968",370000,3,2.5,1980,6922,2,"0",0,5,8,0,1991,2090,7697,FALSE,"0"
"4969",351000,4,2.5,2370,7274,2,"0",0,3,7,0,1997,2090,7656,FALSE,"0"
"4970",319000,4,2.5,1930,8336,2,"0",0,3,8,0,1995,2280,7959,FALSE,"0"
"4971",250000,3,2.5,1790,6191,2,"0",0,3,8,0,1992,1790,6758,FALSE,"0"
"4972",215000,3,1,1180,9000,1,"0",0,4,7,0,1970,1290,8316,FALSE,"0"
"4973",255000,3,2,1490,8371,1.5,"0",0,3,7,0,1984,1350,7846,FALSE,"0"
"4974",353500,4,2.5,3250,4650,2,"0",0,3,8,0,2007,2960,4650,FALSE,"0"
"4975",270000,5,2.5,2140,10320,1,"0",0,4,7,810,1967,2050,8964,FALSE,"0"
"4976",304900,4,1.75,2600,11325,1,"0",0,4,7,990,1969,1720,11088,FALSE,"0"
"4977",354000,4,2.5,2580,5476,2,"0",0,3,8,0,2005,2900,5476,FALSE,"0"
"4978",264500,3,1.75,1650,16200,1,"0",0,3,7,0,1976,1650,8680,FALSE,"0"
"4979",430000,4,3,3220,8936,2,"0",0,3,9,770,1990,2810,10500,FALSE,"0"
"4980",368500,4,2.75,2500,26400,1,"0",0,3,8,720,1977,2180,31900,FALSE,"0"
"4981",275000,5,2,2260,11970,1,"0",0,4,7,1010,1962,1950,11970,FALSE,"0"
"4982",244900,3,1.5,1360,9980,1,"0",0,4,7,0,1966,1360,9750,FALSE,"0"
"4983",289659,4,2.25,2260,7200,2,"0",0,4,7,0,1984,1720,7200,FALSE,"0"
"4984",485230,4,2.5,2714,12558,2,"0",0,3,9,0,2014,2873,8269,FALSE,"0"
"4985",280000,2,1.75,1960,30144,1,"0",0,3,7,980,1957,1960,10140,FALSE,"0"
"4986",233703,3,2.25,1650,3788,2,"0",0,3,7,0,1985,1510,3994,FALSE,"0"
"4987",357000,5,2.5,2750,12350,2,"0",0,3,8,0,1987,1650,9810,FALSE,"0"
"4988",275000,3,2.25,1820,9766,1,"0",0,4,7,370,1987,1860,8236,FALSE,"0"
"4989",3e+05,3,1,1380,12000,1,"0",0,3,7,0,1963,1890,22001,FALSE,"0"
"4990",230000,4,1.5,1050,9516,1,"0",0,4,7,0,1969,1390,9600,FALSE,"0"
"4991",255000,3,2.5,2555,5720,2,"0",0,3,8,0,2006,2844,5769,FALSE,"0"
"4992",260000,5,1,1600,7350,1,"0",0,5,7,0,1962,1600,7725,FALSE,"0"
"4993",292500,2,1,880,17743,1,"0",0,4,5,0,1951,1217,13000,FALSE,"0"
"4994",260000,3,2.25,1920,9680,1,"0",0,4,7,620,1961,1500,9516,FALSE,"0"
"4995",321000,4,2.25,1800,4500,2,"0",0,4,8,0,2004,2010,5050,FALSE,"0"
"4996",216600,3,1.75,2200,7700,1,"0",0,3,7,960,1975,1770,7360,FALSE,"0"
"4997",152000,2,1,700,13500,1,"0",0,3,4,0,1920,1600,10124,FALSE,"0"
"4998",305000,4,2.25,1763,3717,2,"0",0,3,8,0,2012,1763,3666,FALSE,"0"
"4999",264000,4,1.75,1820,8118,1,"0",0,4,7,740,1980,1810,8050,FALSE,"0"
"5000",320000,4,2.5,1920,7277,2,"0",0,4,8,0,1990,2300,7645,FALSE,"0"
"5001",273500,3,1.5,1560,8314,1,"0",0,3,7,0,1962,1820,8925,FALSE,"0"
"5002",8e+05,6,4.25,5480,189050,2,"0",0,4,10,340,1991,2470,10429,FALSE,"0"
"5003",229950,4,2.5,2150,7670,1,"0",0,5,7,910,1976,1610,7350,FALSE,"0"
"5004",230000,3,1.75,1400,6956,1,"0",0,4,7,0,1957,1400,9375,FALSE,"0"
"5005",245000,3,2.5,1770,6187,2,"0",0,3,7,0,1992,1650,7200,FALSE,"0"
"5006",295000,4,2.5,2350,8906,2,"0",0,3,7,0,1993,2000,8165,FALSE,"0"
"5007",350000,4,2.25,1770,7778,2,"0",0,3,7,0,1998,1770,7591,FALSE,"0"
"5008",299000,3,1.75,2010,8065,1,"0",0,4,7,920,1984,1560,8065,FALSE,"0"
"5009",262500,3,1.75,1470,10390,1,"0",0,3,7,0,1989,1770,7507,FALSE,"0"
"5010",290000,3,2,1260,7346,1,"0",0,3,7,0,1987,1460,7363,FALSE,"0"
"5011",304500,4,2.5,2030,5202,2,"0",0,3,8,0,2001,2260,5232,FALSE,"0"
"5012",268000,3,2.5,1550,8134,2,"0",0,3,7,0,1991,1550,8134,FALSE,"0"
"5013",285000,4,1.75,2130,8151,1,"0",0,4,7,800,1967,1600,8587,FALSE,"0"
"5014",308000,4,2.5,2330,4606,2,"0",0,3,8,0,2004,2330,5783,FALSE,"0"
"5015",3e+05,4,2.5,2090,5195,2,"0",0,3,7,0,2007,2090,5236,FALSE,"0"
"5016",307550,4,2.5,1980,5909,2,"0",0,3,8,0,2003,2550,5487,FALSE,"0"
"5017",355000,0,0,2460,8049,2,"0",0,3,8,0,1990,2520,8050,FALSE,"0"
"5018",230000,3,1.5,1500,11616,1,"0",0,3,7,400,1980,1830,8288,FALSE,"0"
"5019",363500,4,2.5,2680,7700,2,"0",0,4,8,0,1990,2400,7700,FALSE,"0"
"5020",205000,4,2,1450,8175,1,"0",0,4,7,0,1967,1570,9024,FALSE,"0"
"5021",242025,4,1.75,1400,54014,1.5,"0",0,4,7,0,1935,1910,8523,FALSE,"0"
"5022",319990,4,2.5,2120,5293,2,"0",0,3,7,0,2003,1990,5313,FALSE,"0"
"5023",316000,3,2.25,2130,8721,1,"0",0,3,8,560,1987,2130,9477,FALSE,"0"
"5024",265000,3,2.5,1440,7741,1,"0",0,4,7,440,1983,1680,7316,FALSE,"0"
"5025",420000,3,2.5,2480,6180,2,"0",0,3,9,0,1999,2870,6180,FALSE,"0"
"5026",172040,3,2.25,1710,7134,1,"0",0,4,7,580,1979,1790,7455,FALSE,"0"
"5027",329950,3,2.25,2070,7995,1,"0",0,3,7,720,1987,1620,6799,FALSE,"0"
"5028",365000,3,2.5,2653,4510,2,"0",0,3,8,0,2006,2653,4927,FALSE,"0"
"5029",374950,4,2.5,1980,12062,2,"0",0,3,8,0,1992,2300,7902,FALSE,"0"
"5030",336500,3,2,1830,12891,1,"0",0,3,7,0,1994,2320,8709,FALSE,"0"
"5031",215000,3,1,1610,7140,1,"0",0,3,7,530,1976,1800,7600,FALSE,"0"
"5032",759600,4,1,1540,115434,1.5,"0",0,4,7,0,1923,2027,23522,FALSE,"0"
"5033",550000,6,4.5,4520,40164,2,"0",0,3,9,940,1953,2870,13068,FALSE,"1"
"5034",397500,4,3,2350,9952,1,"0",0,3,9,700,1989,2440,9100,FALSE,"0"
"5035",204995,2,1,970,8185,1,"0",0,5,6,0,1904,1500,12541,FALSE,"0"
"5036",335000,3,2.75,2850,8039,1,"0",0,4,8,1310,1989,2240,7727,FALSE,"0"
"5037",250000,3,2.5,1730,7200,2,"0",0,4,7,0,1985,1770,7396,FALSE,"0"
"5038",345500,4,2.5,2160,9682,2,"0",0,3,8,0,1999,1770,9600,FALSE,"0"
"5039",325000,3,2.5,1880,6818,2,"0",0,3,8,0,1993,1970,7000,FALSE,"0"
"5040",263000,3,1.75,1570,7775,2,"0",0,3,7,0,1982,1580,8622,FALSE,"0"
"5041",259950,3,2,1010,7896,1,"0",0,3,7,0,1984,1540,7896,FALSE,"0"
"5042",316500,4,2.5,2150,6807,2,"0",0,4,8,0,1991,1910,7240,FALSE,"0"
"5043",3e+05,3,1.75,1280,12776,1,"0",0,4,7,0,1977,1680,11704,FALSE,"0"
"5044",320000,4,2.5,2070,7007,2,"0",0,3,7,0,1996,2130,8100,FALSE,"0"
"5045",249000,3,1,1050,8498,1,"0",0,4,7,0,1959,1050,8498,FALSE,"0"
"5046",269500,3,1.75,1840,7412,1,"0",0,4,7,600,1976,1980,7350,FALSE,"0"
"5047",260000,3,1,1790,11884,1,"0",0,3,7,0,1951,1660,11513,FALSE,"0"
"5048",385000,4,2.5,3200,22651,1,"0",0,5,8,1590,1970,2030,5500,FALSE,"0"
"5049",395000,3,2.5,2300,8938,2,"0",0,3,9,0,1989,2570,9694,FALSE,"0"
"5050",315000,4,2.5,2040,6300,2,"0",0,3,8,0,2003,2260,5877,FALSE,"0"
"5051",201000,3,1,980,9682,1,"0",0,3,7,0,1969,1580,9682,FALSE,"0"
"5052",265900,3,2,1180,7793,1,"0",0,4,7,0,1992,1720,7793,FALSE,"0"
"5053",680000,3,3.5,3650,103672,1,"0",0,3,10,1600,2011,2550,16140,FALSE,"0"
"5054",253000,2,1,1310,7128,1,"0",0,4,7,370,1980,1400,7161,FALSE,"0"
"5055",251750,3,2,1320,7200,1,"0",0,5,7,0,1975,1540,7200,FALSE,"0"
"5056",320000,4,2.5,2130,9653,1,"0",0,3,7,630,1978,2000,7988,FALSE,"0"
"5057",147500,3,1,1530,8498,1,"0",0,3,7,0,1959,1380,8498,FALSE,"0"
"5058",422500,4,2.5,2550,8824,2,"0",0,3,9,0,1990,2630,11237,FALSE,"0"
"5059",249900,3,2.5,1630,7700,1,"0",0,3,7,510,1978,1640,8160,FALSE,"0"
"5060",315000,3,2.5,1880,7000,2,"0",0,3,8,0,1993,1880,7000,FALSE,"0"
"5061",243000,3,1.75,1320,10416,1,"0",0,3,7,0,1996,1670,7991,FALSE,"0"
"5062",390000,4,2.5,2340,8548,2,"0",0,3,8,0,1993,1970,6818,FALSE,"0"
"5063",372400,3,2.5,2720,11937,2,"0",0,3,9,0,1990,2590,9683,FALSE,"0"
"5064",325000,3,2.5,2220,6049,2,"0",0,4,8,0,1990,1980,7226,FALSE,"0"
"5065",377000,4,2.5,2170,11511,2,"0",0,3,8,0,1992,1900,8961,FALSE,"0"
"5066",222000,3,1.75,1370,8280,1,"0",0,4,7,0,1980,1850,7820,FALSE,"0"
"5067",252000,3,1.75,1430,7700,1,"0",0,4,7,450,1981,1430,8625,FALSE,"0"
"5068",268000,3,2.5,1650,6684,2,"0",0,3,7,0,1991,1850,7048,FALSE,"0"
"5069",282000,3,2.5,1680,15711,1,"0",0,3,7,440,1994,1420,8588,FALSE,"0"
"5070",250000,3,1.75,1590,7560,1,"0",0,3,7,460,1984,1500,7560,FALSE,"0"
"5071",347500,3,2.5,1890,7053,2,"0",0,4,8,0,1992,2000,7226,FALSE,"0"
"5072",350000,4,2.75,3390,16153,1,"0",0,4,7,1420,1961,2530,8495,FALSE,"0"
"5073",215000,3,1,970,7275,1,"0",0,4,7,0,1970,1750,7200,FALSE,"0"
"5074",286800,3,2.5,1413,3600,2,"0",0,3,8,0,2011,2150,3869,FALSE,"0"
"5075",325000,4,2.5,2160,6825,2,"0",0,3,8,0,1994,2020,7035,FALSE,"0"
"5076",292000,3,1.75,1730,11325,1,"0",0,5,7,0,1972,2030,17859,FALSE,"0"
"5077",511000,4,3.5,3100,7600,2,"0",0,3,10,0,2005,3350,7638,FALSE,"0"
"5078",344900,4,2.5,2150,7670,1,"0",0,5,7,910,1976,1610,7350,FALSE,"0"
